server_time,device_timestamp_ms,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,temp_c
2026-04-03T15:00:25.909,236851,0.001892,-0.002197,1.002563,0.176664,-0.116382,-0.045768,3.303422e-06,-1.792927,10.39782,33.72052
2026-04-03T15:00:26.579,237567,0.002869,-0.00415,0.998657,0.115629,0.005688,-0.106803,-1.673404,-14.34348,-12.13081,33.71753
2026-04-03T15:00:29.800,238236,-0.000549,-0.003174,0.999146,0.054594,-0.055347,-0.045768,3.303422e-06,-1.792927,3.465934,33.70554
2026-04-03T15:00:30.620,241463,0.001404,-0.003174,0.995728,0.176664,-0.055347,-0.045768,-13.38726,1.792946,-1e-05,33.71753
2026-04-03T15:00:31.439,242280,-0.001038,-0.003174,1.005493,0.2377,-0.055347,-0.167838,-5.020219,7.171756,15.59674,33.72052
2026-04-03T15:00:32.103,243098,0.001892,-0.002686,0.996216,0.176664,-0.055347,0.015267,-13.38726,8.964693,-3.465954,33.75047
2026-04-03T15:00:32.819,243764,-0.002502,-0.001709,1.003052,0.115629,-0.116382,-0.045768,13.38726,16.13644,3.465934,33.67859
2026-04-03T15:00:33.693,244480,0.002869,0.000244,1.00061,0.115629,0.005688,-0.045768,-6.693626,1.792946,10.39782,33.7355
2026-04-03T15:00:34.714,245351,-0.001526,-0.000244,1.002075,0.115629,-0.116382,-0.045768,-5.020219,10.75763,1.732962,33.7325
2026-04-03T15:00:35.551,246375,-0.000549,-0.001709,0.999634,0.2377,-0.116382,-0.106803,5.020225,9.885856e-06,-5.198926,33.71153
2026-04-03T15:00:36.558,247202,0.000427,-0.002686,0.997192,0.054594,-0.055347,0.076302,5.020225,9.885856e-06,8.66485,33.73849
2026-04-03T15:00:37.284,248227,0.001404,-0.003174,0.999146,0.054594,-0.116382,0.076302,1.673411,-7.171736,5.198906,33.73849
2026-04-03T15:00:37.993,248933,-0.002991,-0.001709,0.996704,0.176664,-0.055347,0.015267,-3.346812,5.378819,3.465934,33.72951
2026-04-03T15:00:38.659,249651,0.00238,-0.001709,1.00061,0.115629,-0.055347,-0.045768,-5.020219,3.585883,1.732962,33.72052
2026-04-03T15:00:39.374,250318,0.001892,-0.005615,0.999634,0.115629,-0.055347,0.015267,5.020225,7.171756,15.59674,33.75946
2026-04-03T15:00:40.093,251044,0.00238,-0.001709,0.998657,0.176664,-0.055347,0.015267,-3.346812,5.378819,3.465934,33.72351
2026-04-03T15:00:40.760,251761,0.00238,-0.002197,1.001587,0.054594,-0.055347,-0.106803,-3.346812,1.792946,6.931879,33.7355
2026-04-03T15:00:43.624,252415,0.003357,-0.003174,0.997681,0.115629,0.005688,-0.045768,-3.346812,-1.792927,-3.465954,33.72052
2026-04-03T15:00:44.398,255283,0.000427,-0.002686,1.002075,0.176664,-0.055347,0.076302,1.673411,7.171756,-1.732982,33.75646
2026-04-03T15:00:48.437,256053,0.000916,-0.003662,1.00061,0.176664,-0.055347,-0.045768,-3.346812,-8.964672,-6.931898,33.7325
2026-04-03T15:00:49.104,260099,0.001404,-0.001709,1.001099,0.115629,-0.116382,-0.045768,3.346818,5.378819,3.465934,33.70854
2026-04-03T15:00:52.328,260760,0.000427,-0.002197,0.998657,0.054594,-0.055347,-0.045768,3.346818,1.792946,13.86377,33.72651
2026-04-03T15:00:53.152,263988,0.001404,-0.002197,1.00061,0.2377,-0.055347,0.015267,-3.346812,1.792946,13.86377,33.71453
2026-04-03T15:00:54.176,264808,-0.000549,-0.002686,0.999634,0.054594,-0.116382,-0.045768,-10.04044,-1.792927,-1e-05,33.7355
2026-04-03T15:00:54.993,265830,0.00238,0.000732,1.00061,0.115629,-0.055347,-0.045768,-5.020219,-10.75761,-1.732982,33.69057
2026-04-03T15:00:55.809,266649,0.000427,-0.002686,1.005005,-0.006441,-0.055347,0.015267,6.693633,-8.964672,-10.39784,33.71453
2026-04-03T15:00:56.632,267470,0.000916,-0.003662,0.997192,0.115629,0.066723,-0.045768,1.673411,-3.585863,5.198906,33.70854
2026-04-03T15:00:57.356,268289,0.00238,0.000244,0.999634,0.115629,0.005688,0.015267,-3.346812,12.55057,-6.931898,33.67859
2026-04-03T15:00:58.062,269015,0.002869,-0.002686,1.00061,0.115629,-0.055347,-0.045768,-1.673404,-10.75761,-5.198926,33.71153
2026-04-03T15:00:58.779,269735,-0.000549,-0.001709,1.00061,0.115629,-0.055347,0.015267,-3.346812,16.13644,10.39782,33.72651
2026-04-03T15:00:59.496,270487,-0.000549,-0.002197,1.002075,0.115629,-0.055347,-0.106803,6.693633,-5.3788,-6.931898,33.75646
2026-04-03T15:01:00.164,271158,0.000916,-0.000732,0.999634,0.115629,0.005688,0.015267,3.346818,8.964693,3.465934,33.74747
2026-04-03T15:01:03.300,271824,0.000916,-0.003662,0.997681,0.054594,-0.055347,0.015267,-5.020219,3.585883,15.59674,33.75347
2026-04-03T15:01:03.953,274943,0.001892,-0.003174,0.999634,0.115629,-0.055347,0.015267,-16.73407,-16.13642,-3.465954,33.71753
2026-04-03T15:01:04.669,275607,0.003845,-0.003174,1.001587,0.115629,0.066723,0.015267,6.693633,5.378819,6.931879,33.75047
2026-04-03T15:01:05.351,276326,0.002869,-0.002197,0.998657,0.115629,0.005688,-0.106803,3.346818,-1.792927,-3.465954,33.74448
2026-04-03T15:01:06.052,276992,-6.1e-05,-0.002197,0.998657,0.054594,0.066723,0.015267,-1.673404,3.585883,-5.198926,33.77443
2026-04-03T15:01:06.922,277719,0.001892,-0.002197,0.995728,0.115629,0.005688,0.015267,5.020225,7.171756,8.66485,33.76545
2026-04-03T15:01:07.639,278584,0.003845,-0.00415,0.998169,0.176664,-0.116382,0.015267,13.38726,1.792946,-1e-05,33.72651
2026-04-03T15:01:10.785,279298,-0.001526,-0.002686,0.998169,-0.006441,-0.055347,-0.045768,1.673411,-3.585863,1.732962,33.77743
2026-04-03T15:01:11.583,282469,0.001404,-0.001709,1.000122,0.115629,0.005688,-0.106803,1.673411,3.585883,-1.732982,33.75347
